卫视频道,#genre#
黃金翡翠台,tvbus://7RjhSTe1ob49urDMdbtstqa8T8V6Z5njd4CowZZfd3ubZGVnyU#tvbus://6uZYR7qmLwXfxCLZjZfmpYxjc9fYTn5avigJxwoBA6hnkd7XfU#tvbus://8anvuKUGZM4rNfzkZdLq69EqPuXB99j95cNN6dqACBJsTK6zLN#tvbus://6w5YngQnfeVeAoWbqhnNXXmdhY6gBZYsVUcEQtrHqSayCeeHgU#tvbus://71nCFA1WfzZf6XMTncWcv8UE9wGquUYmKEY6oEtAJZcjK9HdcR#tvbus://7t4SV6zMykzKZjY28SCHKTStyTQY7sY6Wq9pZ8W6edszsbgVi3#tvbus://5wU7G8zVtLAaooftSJWkhNVQiNmayi2Jo1fBKopj9CpwpEKtpKCWF1biVMoBF

台灣,#genre#
中天新聞台,tvbus://8VKmFVcxk7MUb4mGFQDs7RP9ZJb24Cwy4e1ePqSSZn31zKPNGe#tvbus://75uwi7EEM5iu6dSsJ3STkooq8LiLUhSdNJQEvuvJ4zNPRYqLMQ#tvbus://81boTmLbJREQ3odEMJuCHzRAgcitBsP367DcPA7BkHwjqtH3cL#tvbus://7cCPLu3Xy8RP6TwiNbUri7x1zkJ8WjHSGSRMwLfEH7gouE8Spz#tvbus://7s4xXi99JV2JvMjPwZM5mhLQAencVYQzWgGVQ6er1jqgmrAdAH#tvbus://85bYaV43eWKJ8v1tLStAcmBMMZguJS9jQdmgWp9zo1U89nX6U6#tvbus://6CXCko1Q4RGGDcSBgxg4PhGTBvpsqGRf6QCuWLkExutQ7meRk7brHd7Sp565f
中天亞洲台,tvbus://7VKd47RfDcLGjQK6J75Sdkk9A18i7YbaRnCTST7VMdzrKho79H#tvbus://8df7XNepZXzcEJKRNKRq88xGHXQ866Kju3Qwd672F7dGtdT7nk#tvbus://5fxEbR7igTenUtLs468cYYs2HoXwGTpwRmG8vSWfrob8vbBirr3YurXY2dg5N#tvbus://6A6kmhDJrKbZ12TxKsm2pU7oBHxudcZYP2Ep9PBg5sZkCbNpNVJ6pYXSitUb2#tvbus://6aV4wZoJau6VQT1b1HsGpbbZPdzaDPqtK1CcJss6vnpQvwg8N9rwmfwVaXp3B
寰宇新聞台,tvbus://8FW6CQgdnmzqUsnZBVnpPoLbscW8U42TfDdzMB2mRw2oNWCi6n#tvbus://8fd2sr8h9GM6xh7zS5h9JT9o6L24yctN8RzSBhESgisGHeX4Mg#tvbus://5Wbmpy8qYx6ECvxTdxD8TnP6Ubn5mS34a2PYLN8fpPFv5J4JRczcYxE4vPR12#tvbus://6XvUfysoHx2SwuCXwk8rrkhbqr6hPyWnNuMkNprSupLkxKVDbccmgiLrz8V4H#tvbus://6jkdSE4AxTv3y64eqY97v9yGK4jYLcjxEfVWDC85sY68rdEbXEFSE8qFdwMuo
靖天電影台,tvbus://8ENuBcA2He2BcKkTm9KaBVHLMRT8Bdjb9wT1UrvCjBoF9uQ5nV#tvbus://8C3Zpb47aTzEvXpkKvX1Y33x5pSTyDmWzXYSTKyW1gsntbEoLN#tvbus://68iK6Sh4HRyJqK21ZMNKMcExjev4X9zyEophATjVt7AWZ6s4ffvwdCh6FrSZr#tvbus://5X3o68vwn9R7WbcJ5WbWaCpbtskn7DhJrUP7ju97BLXYzgsAkrURwXohKW2dq#tvbus://6RfjnPnkYuhuVLrLpmwyhpvcBRVxCTh1BY5cw6fbukVzkjNjs9ny5NKPbpxD6

韓國,#genre#
tvN,tvbus://8aNXXwufZqy61BduDKG2yjSxRk9KZmVeXf9pRxk8qpxtRGowiE#tvbus://6tbPoU7a3sxanFoC86H72VfniRnE2pRag8RZh1bdFWNAtwisTc#tvbus://6Kh2JGzQLaPZkDs8JVvHkBfDuzgg4rxmErqwwHmRKyMbFPZW5eXoQfknMVP6Q#tvbus://5uCHKXj4gvdzrdvMRTFTCZ6y9rzgNErE1BFU6NBXvboGHfC83njbcUKutCjyk#tvbus://6j2t4XGKn5ncHtxQoK4zHL3Y7fi9pPgyyVa1MMmhZy4tBXhw3BofeWnQjexxP

央卫秒开,#genre#
北京卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226719/1.m3u8
东方卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226734/1.m3u8
浙江卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226690/1.m3u8
江苏卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226692/1.m3u8
湖南卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226698/1.m3u8
深圳卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226688/1.m3u8
天津卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226686/1.m3u8
安徽卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226664/1.m3u8
安徽卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226655/1.m3u8
山东卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226693/1.m3u8
辽宁卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226689/1.m3u8
河北卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226684/1.m3u8
河南卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226668/1.m3u8
江西卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226682/1.m3u8
江西卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226726/1.m3u8
四川卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226659/1.m3u8
重庆卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226680/1.m3u8
贵州卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226672/1.m3u8
湖北卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226713/1.m3u8
东南卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226670/1.m3u8
海南卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226679/1.m3u8
黑龙江卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226716/1.m3u8
湖南卫视,http://111.43.126.240:9003/hls/37/index.m3u8
江苏卫视,http://111.43.126.240:9003/hls/38/index.m3u8
东方卫视,http://111.43.126.240:9003/hls/39/index.m3u8
浙江卫视,http://111.43.126.240:9003/hls/40/index.m3u8
北京卫视,http://111.43.126.240:9003/hls/41/index.m3u8
广东卫视,http://111.43.126.240:9003/hls/42/index.m3u8
安徽卫视,http://111.43.126.240:9003/hls/43/index.m3u8
河南卫视,http://111.43.126.240:9003/hls/44/index.m3u8
吉林卫视,http://111.43.126.240:9003/hls/45/index.m3u8
天津卫视,http://111.43.126.240:9003/hls/46/index.m3u8
东南卫视,http://111.43.126.240:9003/hls/47/index.m3u8
江西卫视,http://111.43.126.240:9003/hls/49/index.m3u8
四川卫视,http://111.43.126.240:9003/hls/50/index.m3u8
深圳卫视,http://111.43.126.240:9003/hls/51/index.m3u8
贵州卫视,http://111.43.126.240:9003/hls/52/index.m3u8
海南卫视,http://111.43.126.240:9003/hls/53/index.m3u8
湖北卫视,http://111.43.126.240:9003/hls/54/index.m3u8
重庆卫视,http://111.43.126.240:9003/hls/55/index.m3u8
河北卫视,http://111.43.126.240:9003/hls/56/index.m3u8
辽宁卫视,http://111.43.126.240:9003/hls/57/index.m3u8
西藏卫视,http://111.43.126.240:9003/hls/58/index.m3u8
青海卫视,http://111.43.126.240:9003/hls/59/index.m3u8
云南卫视,http://111.43.126.240:9003/hls/60/index.m3u8
山西卫视,http://111.43.126.240:9003/hls/61/index.m3u8
广西卫视,http://111.43.126.240:9003/hls/62/index.m3u8
内蒙古卫视,http://111.43.126.240:9003/hls/63/index.m3u8
新疆卫视,http://111.43.126.240:9003/hls/64/index.m3u8
宁夏卫视,http://111.43.126.240:9003/hls/67/index.m3u8
陕西卫视,http://111.43.126.240:9003/hls/68/index.m3u8
甘肃卫视,http://111.43.126.240:9003/hls/70/index.m3u8

移动央卫,#genre#
湖南卫视,http://39.134.65.173/PLTV/88888888/224/3221225506/1.m3u8
浙江卫视,http://39.134.65.173/PLTV/88888888/224/3221225514/1.m3u8
江苏卫视,http://39.134.65.173/PLTV/88888888/224/3221225503/1.m3u8
东方卫视,http://39.134.65.173/PLTV/88888888/224/3221225672/1.m3u8
北京卫视,http://39.134.65.173/PLTV/88888888/224/3221225678/1.m3u8
辽宁卫视,http://39.134.65.173/PLTV/88888888/224/3221226089/1.m3u8
山东卫视,http://39.134.65.141/PLTV/88888888/224/3221225952/1.m3u8
吉林卫视,http://39.134.65.149/PLTV/88888888/224/3221225981/1.m3u8
贵州卫视,http://39.134.65.149/PLTV/88888888/224/3221225974/1.m3u8
安徽卫视,http://39.134.65.141/PLTV/88888888/224/3221225925/1.m3u8
黑龙江卫视,http://39.134.65.173/PLTV/88888888/224/3221226060/1.m3u8
黑龙江卫视,http://39.134.65.173/PLTV/88888888/224/3221226122/1.m3u8
浙江卫视,http://39.134.65.173/PLTV/88888888/224/3221225959/1.m3u8
河北卫视,http://39.134.65.173/PLTV/88888888/224/3221225961/1.m3u8
四川卫视,http://39.134.65.173/PLTV/88888888/224/3221225970/1.m3u8
海南卫视,http://39.134.65.173/PLTV/88888888/224/3221225978/1.m3u8
天津卫视,http://39.134.65.173/PLTV/88888888/224/3221225972/1.m3u8
贵州卫视,http://39.134.65.173/PLTV/88888888/224/3221225974/1.m3u8
湖北卫视,http://39.134.65.173/PLTV/88888888/224/3221225975/1.m3u8
湖南卫视,http://39.134.65.173/PLTV/88888888/224/3221225977/1.m3u8
广东卫视,http://39.134.65.173/PLTV/88888888/224/3221225966/1.m3u8
辽宁卫视,http://39.134.65.173/PLTV/88888888/224/3221225499/1.m3u8

咪咕央卫,#genre#
广东卫视,http://z.b.bkpcp.top/m.php?id=gdws
江苏卫视,http://z.b.bkpcp.top/m.php?id=jsws
东方卫视,http://z.b.bkpcp.top/m.php?id=dfws
陕西卫视,http://z.b.bkpcp.top/m.php?id=sxws
江西卫视,http://z.b.bkpcp.top/m.php?id=jxws
湖北卫视,http://z.b.bkpcp.top/m.php?id=hubws
河南卫视,http://z.b.bkpcp.top/m.php?id=hnws
东南卫视,http://z.b.bkpcp.top/m.php?id=dnws

江西,#genre#
江西卫视,http://58.144.154.93/yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv1.m3u8

宁夏,#genre#
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8

港澳台,#genre#
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
翡翠台,https://cdn3.163189.xyz/live/fct/stream.m3u8
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
澳门莲花,http://php.jdshipin.com:8880/amlh.php
明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
明珠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=mzt
无线新闻台,http://php.jdshipin.com:8880/smt.php?id=inews_twn
娱乐新闻台,http://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
千禧经典台,http://php.jdshipin.com:8880/xsj.php?id=tvb-classic
千禧经典台, http://php.jdshipin.com/smt.php?id=Tvbclassic
TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbxh
TVB星河,http://cdn9.163189.xyz/smt1.1.php?id=Xinhe
TVB星河, http://php.jdshipin.com/smt.php?id=Xinhe
TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8
J2,http://php.jdshipin.com:8880/smt.php?id=j2_twn

央卫直播①,#genre#
黑龙江卫视,http://111.43.126.240:9003/hls/6/index.m3u8

央卫直播,#genre#
CETV1,http://ygbh.site/php/bfgd.php?id=135
CETV2,http://ygbh.site/php/bfgd.php?id=492
北京卫视,http://ygbh.site/php/bfgd.php?id=083
重庆卫视,http://ygbh.site/php/bfgd.php?id=107
东方卫视,http://ygbh.site/php/bfgd.php?id=093
东南卫视,http://ygbh.site/php/bfgd.php?id=483
甘肃卫视,http://ygbh.site/php/bfgd.php?id=119
广东卫视,http://ygbh.site/php/bfgd.php?id=092
广西卫视,http://ygbh.site/php/bfgd.php?id=116
贵州卫视,http://ygbh.site/php/bfgd.php?id=101
海南卫视,http://ygbh.site/php/bfgd.php?id=473
河北卫视,http://ygbh.site/php/bfgd.php?id=108
河南卫视,http://ygbh.site/php/bfgd.php?id=339
河南卫视,http://ygbh.site/php/bfgd.php?id=104
黑龙江卫视,http://ygbh.site/php/bfgd.php?id=095
湖北卫视,http://ygbh.site/php/bfgd.php?id=102
湖南卫视,http://ygbh.site/php/bfgd.php?id=086
吉林卫视,http://ygbh.site/php/bfgd.php?id=097
江苏卫视,http://ygbh.site/php/bfgd.php?id=085
江西卫视,http://ygbh.site/php/bfgd.php?id=098
辽宁卫视,http://ygbh.site/php/bfgd.php?id=058
内蒙古卫视,http://ygbh.site/php/bfgd.php?id=110
宁夏卫视,http://ygbh.site/php/bfgd.php?id=118
青海卫视,http://ygbh.site/php/bfgd.php?id=111
山东卫视,http://ygbh.site/php/bfgd.php?id=099
山西卫视,http://ygbh.site/php/bfgd.php?id=109
陕西卫视,http://ygbh.site/php/bfgd.php?id=512
陕西卫视,http://ygbh.site/php/bfgd.php?id=114
深圳卫视,http://ygbh.site/php/bfgd.php?id=100
四川卫视,http://ygbh.site/php/bfgd.php?id=103
天津卫视,http://ygbh.site/php/bfgd.php?id=084
西藏卫视,http://ygbh.site/php/bfgd.php?id=121
新疆卫视,http://ygbh.site/php/bfgd.php?id=150
云南卫视,http://ygbh.site/php/bfgd.php?id=482
云南卫视,http://ygbh.site/php/bfgd.php?id=115
浙江卫视,http://ygbh.site/php/bfgd.php?id=094
安徽卫视,http://ygbh.site/php/bfgd.php?id=096
浙江卫视,http://sh.lnott.top:880/dx32.m3u8
辽宁卫视,http://sh.lnott.top:880/dx19.m3u8
湖南卫视,http://sh.lnott.top:880/dx31.m3u8
江苏卫视,http://sh.lnott.top:880/dx33.m3u8
吉林卫视,http://sh.lnott.top:880/dx37.m3u8
北京卫视,http://sh.lnott.top:880/dx29.m3u8
东南卫视,http://sh.lnott.top:880/dx47.m3u8
天津卫视,http://sh.lnott.top:880/dx30.m3u8
安徽卫视,http://sh.lnott.top:880/dx34.m3u8
东方卫视,http://sh.lnott.top:880/dx35.m3u8
山东卫视,http://sh.lnott.top:880/dx38.m3u8
山西卫视,http://sh.lnott.top:880/dx39.m3u8
广东卫视,http://sh.lnott.top:880/dx40.m3u8
广西卫视,http://sh.lnott.top:880/dx41.m3u8
湖北卫视,http://sh.lnott.top:880/dx42.m3u8
江西卫视,http://sh.lnott.top:880/dx43.m3u8
河南卫视,http://sh.lnott.top:880/dx44.m3u8
四川卫视,http://sh.lnott.top:880/dx45.m3u8
重庆卫视,http://sh.lnott.top:880/dx46.m3u8
云南卫视,http://sh.lnott.top:880/dx49.m3u8
贵州卫视,http://sh.lnott.top:880/dx50.m3u8
陕西卫视,http://sh.lnott.top:880/dx51.m3u8
宁夏卫视,http://sh.lnott.top:880/dx53.m3u8
青海卫视,http://sh.lnott.top:880/dx54.m3u8
新疆卫视,http://sh.lnott.top:880/dx55.m3u8
甘肃卫视,http://sh.lnott.top:880/dx56.m3u8
西藏卫视,http://sh.lnott.top:880/dx57.m3u8
海南卫视,http://sh.lnott.top:880/dx58.m3u8
深圳卫视,http://sh.lnott.top:880/dx61.m3u8
河北卫视,http://sh.lnott.top:880/dx63.m3u8

港·澳·台,#genre#
无线新闻台,https://live.tvfix.org/live/inews/index.m3u8
美亚电影台,https://live.tvfix.org/live/mydy/index.m3u8
娱乐新闻台,https://live.tvfix.org/live/enews/index.m3u8
翡翠台,https://live.tvfix.org/live/jade/index.m3u8
ROCK Action,https://live.tvfix.org/live/rockac/index.m3u8
翡翠台,https://live.tvfix.org/live/jade/3/v700000/index.m3u8
明珠台,https://live.tvfix.org/live/pearl/index.m3u8
PopC,https://live.tvfix.org/live/popc/index.m3u8
SUPER Kids Channel,https://live.tvfix.org/live/kid/index.m3u8
明珠台,https://live.tvfix.org/live/pearl/1/v4000000/index.m3u8

广东综合,#genre#
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8

湖北综合,#genre#
河北卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.157:10578
东方卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.173:10674
江苏卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.174:10680
湖北卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.115:8664
河北卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.113:9616
深圳卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.137:8896
黑龙江卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.138:8902
湖南卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.139:8908
广东卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.140:8914
北京卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.141:8920
东方卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.142:8926
江苏卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.144:8938
天津卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.68:10048
山东卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.69:10054
安徽卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.70:10060
辽宁卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.71:10066
东南卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.108:10286
江西卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.126:10394
重庆卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.149:10530

青海综合,#genre#
青海卫视,http://stream.qhbtv.com/qhws/playlist.m3u8

甘肃综合,#genre#
甘肃卫视,rtmp://livein.gstv.com.cn/49048r/y3nga4

海南综合,#genre#
三沙卫视,http://sunny2017.forver.one:4022/udp/239.21.2.9:5002

西藏综合,#genre#
西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws

卫视,#genre#
安徽卫视,http://39.134.67.108/PLTV/88888888/224/3221225923/1.m3u8
安徽卫视,http://39.134.67.108/PLTV/88888888/224/3221225925/1.m3u8
北京卫视,http://39.134.67.108/PLTV/88888888/224/3221225927/1.m3u8
北京卫视,http://39.134.67.108/PLTV/88888888/224/3221225931/1.m3u8
东方卫视,http://39.134.67.108/PLTV/88888888/224/3221225942/1.m3u8
东方卫视,http://39.134.67.108/PLTV/88888888/224/3221225960/1.m3u8
东南卫视,http://39.134.67.108/PLTV/88888888/224/3221225950/1.m3u8
广东卫视,http://39.134.67.108/PLTV/88888888/224/3221225962/1.m3u8
广东卫视,http://39.134.67.108/PLTV/88888888/224/3221225966/1.m3u8
贵州卫视,http://39.134.67.108/PLTV/88888888/224/3221225974/1.m3u8
河北卫视,http://39.134.67.108/PLTV/88888888/224/3221225961/1.m3u8
河北卫视,http://39.134.67.108/PLTV/88888888/224/3221225991/1.m3u8
湖北卫视,http://39.134.67.108/PLTV/88888888/224/3221225975/1.m3u8
江苏卫视,http://39.134.67.108/PLTV/88888888/224/3221225929/1.m3u8
江苏卫视,http://39.134.67.108/PLTV/88888888/224/3221225938/1.m3u8
江西卫视,http://39.134.67.108/PLTV/88888888/224/3221225935/1.m3u8
江西卫视,http://39.134.67.108/PLTV/88888888/224/3221225995/1.m3u8
辽宁卫视,http://39.134.67.108/PLTV/88888888/224/3221225944/1.m3u8
青海卫视,http://39.134.67.108/PLTV/88888888/224/3221225948/1.m3u8
山东卫视,http://39.134.67.108/PLTV/88888888/224/3221225952/1.m3u8
陕西卫视,http://39.134.67.108/PLTV/88888888/224/3221225989/1.m3u8
深圳卫视,http://39.134.67.108/PLTV/88888888/224/3221225943/1.m3u8
深圳卫视,http://39.134.67.108/PLTV/88888888/224/3221225997/1.m3u8
四川卫视,http://39.134.67.108/PLTV/88888888/224/3221225970/1.m3u8
天津卫视,http://39.134.67.108/PLTV/88888888/224/3221225972/1.m3u8
西藏卫视,http://39.134.67.108/PLTV/88888888/224/3221225951/1.m3u8
新疆卫视,http://39.134.67.108/PLTV/88888888/224/3221225999/1.m3u8
云南卫视,http://39.134.67.108/PLTV/88888888/224/3221225957/1.m3u8
浙江卫视,http://39.134.67.108/PLTV/88888888/224/3221225959/1.m3u8
重庆卫视,http://39.134.67.108/PLTV/88888888/224/3221225963/1.m3u8
东南卫视,http://39.134.67.108/PLTV/88888888/224/3221226038/1.m3u8
广西卫视,http://39.134.67.108/PLTV/88888888/224/3221226024/1.m3u8
贵州卫视,http://39.134.67.108/PLTV/88888888/224/3221226030/1.m3u8
海南卫视,http://39.134.67.108/PLTV/88888888/224/3221226026/1.m3u8
河南卫视,http://39.134.67.108/PLTV/88888888/224/3221226023/1.m3u8
黑龙江卫视,http://39.134.67.108/PLTV/88888888/224/3221226006/1.m3u8
湖北卫视,http://39.134.67.108/PLTV/88888888/224/3221226015/1.m3u8
湖南卫视,http://39.134.67.108/PLTV/88888888/224/3221226000/1.m3u8
吉林卫视,http://39.134.67.108/PLTV/88888888/224/3221226013/1.m3u8
内蒙古卫视,http://39.134.67.108/PLTV/88888888/224/3221226017/1.m3u8
宁夏卫视,http://39.134.67.108/PLTV/88888888/224/3221226028/1.m3u8
山东卫视,http://39.134.67.108/PLTV/88888888/224/3221226034/1.m3u8
山西卫视,http://39.134.67.108/PLTV/88888888/224/3221226009/1.m3u8
四川卫视,http://39.134.67.108/PLTV/88888888/224/3221226014/1.m3u8
天津卫视,http://39.134.67.108/PLTV/88888888/224/3221226003/1.m3u8
重庆卫视,http://39.134.67.108/PLTV/88888888/224/3221226001/1.m3u8
北京卫视,https://tv.bfsu.edu.cn/hls/btv1hd.m3u8
东方卫视,https://tv.bfsu.edu.cn/hls/dfhd.m3u8
浙江卫视,https://tv.bfsu.edu.cn/hls/zjhd.m3u8
江苏卫视,https://tv.bfsu.edu.cn/hls/jshd.m3u8
湖南卫视,https://tv.bfsu.edu.cn/hls/hunanhd.m3u8
广东卫视,https://tv.bfsu.edu.cn/hls/gdhd.m3u8
深圳卫视,https://tv.bfsu.edu.cn/hls/szhd.m3u8
安徽卫视,https://tv.bfsu.edu.cn/hls/ahhd.m3u8
山东卫视,https://tv.bfsu.edu.cn/hls/sdhd.m3u8
辽宁卫视,https://tv.bfsu.edu.cn/hls/lnhd.m3u8
河南卫视,https://tv.bfsu.edu.cn/hls/hnhd.m3u8
江西卫视,https://tv.bfsu.edu.cn/hls/jxhd.m3u8
四川卫视,https://tv.bfsu.edu.cn/hls/schd.m3u8
重庆卫视,https://tv.bfsu.edu.cn/hls/cqhd.m3u8
贵州卫视,https://tv.bfsu.edu.cn/hls/gzhd.m3u8
湖北卫视,https://tv.bfsu.edu.cn/hls/hbhd.m3u8
广西卫视,https://tv.bfsu.edu.cn/hls/gxhd.m3u8
三沙卫视,https://tv.bfsu.edu.cn/hls/sshd.m3u8
东南卫视,https://tv.bfsu.edu.cn/hls/dnhd.m3u8
海南卫视,https://tv.bfsu.edu.cn/hls/lyhd.m3u8
陕西卫视,https://tv.bfsu.edu.cn/hls/sxhd.m3u8
吉林卫视,https://tv.bfsu.edu.cn/hls/jlhd.m3u8
山西卫视,https://tv.bfsu.edu.cn/hls/sxrtv.m3u8
河北卫视,https://tv.bfsu.edu.cn/hls/hebtv.m3u8
云南卫视,https://tv.bfsu.edu.cn/hls/yntv.m3u8
宁夏卫视,https://tv.bfsu.edu.cn/hls/nxtv.m3u8
青海卫视,https://tv.bfsu.edu.cn/hls/qhtv.m3u8
新疆卫视,https://tv.bfsu.edu.cn/hls/xjtv.m3u8
甘肃卫视,https://tv.bfsu.edu.cn/hls/gstv.m3u8
西藏卫视,https://tv.bfsu.edu.cn/hls/xztv.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
三沙卫视,http://jf.jxx2023.work:40446/tsfile/live/1035_1.m3u8
三沙卫视,http://119.36.148.115:59901/tsfile/live/1009_1.m3u8
三沙卫视,http://111.160.17.2:59901/tsfile/live/0001_45.m3u8
三沙卫视,http://61.138.128.226:19901/tsfile/live/1020_1.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8

地方卫视,#genre#
